cell_id,zone_id,stratum,include,x0,x1,y0,y1,img_path,strata_score,black_frac,stratum_auto
slavija-centar_r01_c33,1,2,1,604,622,1,25,./images/slavija-centar.jpeg,0.35506423286395805,0.00631578947368421,2
slavija-centar_r01_c34,1,1,1,623,640,1,25,./images/slavija-centar.jpeg,0.36483125769201286,0.0022222222222222222,1
slavija-centar_r01_c35,1,3,1,641,659,1,25,./images/slavija-centar.jpeg,0.3261167648443194,0.0,3
slavija-centar_r01_c36,1,1,1,660,678,1,25,./images/slavija-centar.jpeg,0.367600043613021,0.002105263157894737,1
slavija-centar_r01_c37,1,1,1,679,697,1,25,./images/slavija-centar.jpeg,0.36370382259330747,0.004210526315789474,1
slavija-centar_r01_c38,1,1,1,698,716,1,25,./images/slavija-centar.jpeg,0.3819584783520822,0.008421052631578947,1
slavija-centar_r01_c39,1,1,1,717,735,1,25,./images/slavija-centar.jpeg,0.3715824758779174,0.010526315789473684,1
slavija-centar_r01_c40,1,1,1,736,754,1,25,./images/slavija-centar.jpeg,0.3587053588524407,0.004210526315789474,1
slavija-centar_r02_c01,1,,0,1,18,26,50,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r02_c02,1,,0,19,37,26,50,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r02_c03,1,,0,38,56,26,50,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r02_c04,1,,0,57,75,26,50,./images/slavija-centar.jpeg,-inf,0.991578947368421,
slavija-centar_r02_c05,1,3,1,76,94,26,50,./images/slavija-centar.jpeg,0.1332318875743001,0.17473684210526316,3
slavija-centar_r02_c06,1,3,1,95,113,26,50,./images/slavija-centar.jpeg,0.13577522101985398,0.0,3
slavija-centar_r02_c07,1,3,1,114,131,26,50,./images/slavija-centar.jpeg,0.28456255773222455,0.013333333333333334,3
slavija-centar_r02_c08,1,3,1,132,150,26,50,./images/slavija-centar.jpeg,0.32867338807612934,0.010526315789473684,3
slavija-centar_r02_c09,1,1,1,151,169,26,50,./images/slavija-centar.jpeg,0.37429999805459646,0.004210526315789474,1
slavija-centar_r02_c10,1,1,1,170,188,26,50,./images/slavija-centar.jpeg,0.37330672495422235,0.002105263157894737,1
slavija-centar_r02_c11,1,1,1,189,207,26,50,./images/slavija-centar.jpeg,0.37779279212573696,0.0,1
slavija-centar_r02_c12,1,1,1,208,226,26,50,./images/slavija-centar.jpeg,0.37630088022475516,0.0,1
slavija-centar_r02_c13,1,1,1,227,245,26,50,./images/slavija-centar.jpeg,0.3689140606001403,0.008421052631578947,1
slavija-centar_r02_c14,1,1,1,246,263,26,50,./images/slavija-centar.jpeg,0.3609310236596638,0.0,1
slavija-centar_r02_c15,1,1,1,264,282,26,50,./images/slavija-centar.jpeg,0.3737467897499594,0.004210526315789474,1
slavija-centar_r02_c16,1,1,1,283,301,26,50,./images/slavija-centar.jpeg,0.3780253888910077,0.00631578947368421,1
slavija-centar_r02_c17,1,1,1,302,320,26,50,./images/slavija-centar.jpeg,0.3649937167889087,0.021052631578947368,1
slavija-centar_r02_c18,1,3,1,321,339,26,50,./images/slavija-centar.jpeg,0.31726957562362235,0.018947368421052633,3
slavija-centar_r02_c19,1,2,1,340,358,26,50,./images/slavija-centar.jpeg,0.3519252570474156,0.023157894736842106,2
slavija-centar_r02_c20,1,3,1,359,377,26,50,./images/slavija-centar.jpeg,0.298992102514716,0.010526315789473684,3
slavija-centar_r02_c21,1,2,1,378,395,26,50,./images/slavija-centar.jpeg,0.34305469352958773,0.028888888888888888,2
slavija-centar_r02_c22,1,3,1,396,414,26,50,./images/slavija-centar.jpeg,0.29694693479141165,0.010526315789473684,3
slavija-centar_r02_c23,1,3,1,415,433,26,50,./images/slavija-centar.jpeg,0.32166315111230687,0.021052631578947368,3
slavija-centar_r02_c24,1,3,1,434,452,26,50,./images/slavija-centar.jpeg,0.29835743331523135,0.018947368421052633,3
slavija-centar_r02_c25,1,3,1,453,471,26,50,./images/slavija-centar.jpeg,0.2837818081387131,0.0,3
slavija-centar_r02_c26,1,3,1,472,490,26,50,./images/slavija-centar.jpeg,0.33006921786785626,0.002105263157894737,3
slavija-centar_r02_c27,1,2,1,491,508,26,50,./images/slavija-centar.jpeg,0.34829188217235607,0.008888888888888889,2
slavija-centar_r02_c28,1,1,1,509,527,26,50,./images/slavija-centar.jpeg,0.36001186721588263,0.010526315789473684,1
slavija-centar_r02_c29,1,3,1,528,546,26,50,./images/slavija-centar.jpeg,0.30135922982669505,0.004210526315789474,3
slavija-centar_r02_c30,1,2,1,547,565,26,50,./images/slavija-centar.jpeg,0.3390791542412662,0.002105263157894737,2
slavija-centar_r02_c31,1,2,1,566,584,26,50,./images/slavija-centar.jpeg,0.3369885693823096,0.00631578947368421,2
slavija-centar_r02_c32,1,1,1,585,603,26,50,./images/slavija-centar.jpeg,0.36127700719238587,0.016842105263157894,1
slavija-centar_r02_c33,1,2,1,604,622,26,50,./images/slavija-centar.jpeg,0.3505946943923782,0.008421052631578947,2
slavija-centar_r02_c34,1,1,1,623,640,26,50,./images/slavija-centar.jpeg,0.37334352067653886,0.0,1
slavija-centar_r02_c35,1,2,1,641,659,26,50,./images/slavija-centar.jpeg,0.34240369541246096,0.00631578947368421,2
slavija-centar_r02_c36,1,1,1,660,678,26,50,./images/slavija-centar.jpeg,0.36761925625342773,0.010526315789473684,1
slavija-centar_r02_c37,1,1,1,679,697,26,50,./images/slavija-centar.jpeg,0.3689610553936316,0.01263157894736842,1
slavija-centar_r02_c38,1,2,1,698,716,26,50,./images/slavija-centar.jpeg,0.3557961260807345,0.008421052631578947,2
slavija-centar_r02_c39,1,1,1,717,735,26,50,./images/slavija-centar.jpeg,0.3646777621833842,0.002105263157894737,1
slavija-centar_r02_c40,1,1,1,736,754,26,50,./images/slavija-centar.jpeg,0.38018807626514894,0.004210526315789474,1
slavija-centar_r03_c01,1,,0,1,18,51,75,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r03_c02,1,,0,19,37,51,75,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r03_c03,1,,0,38,56,51,75,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r03_c04,1,,0,57,75,51,75,./images/slavija-centar.jpeg,-inf,0.991578947368421,
slavija-centar_r03_c05,1,3,1,76,94,51,75,./images/slavija-centar.jpeg,0.23832933053965977,0.08421052631578947,3
slavija-centar_r03_c06,1,3,1,95,113,51,75,./images/slavija-centar.jpeg,0.21559976921087248,0.002105263157894737,3
slavija-centar_r03_c07,1,3,1,114,131,51,75,./images/slavija-centar.jpeg,0.3327404425636853,0.02666666666666667,3
slavija-centar_r03_c08,1,2,1,132,150,51,75,./images/slavija-centar.jpeg,0.3457928501633871,0.002105263157894737,2
slavija-centar_r03_c09,1,1,1,151,169,51,75,./images/slavija-centar.jpeg,0.3839444405653113,0.004210526315789474,1
slavija-centar_r03_c10,1,1,1,170,188,51,75,./images/slavija-centar.jpeg,0.3814712548425381,0.0,1
slavija-centar_r03_c11,1,1,1,189,207,51,75,./images/slavija-centar.jpeg,0.3875221073267219,0.0,1
slavija-centar_r03_c12,1,2,1,208,226,51,75,./images/slavija-centar.jpeg,0.33773675507158796,0.0,2
slavija-centar_r03_c13,1,1,1,227,245,51,75,./images/slavija-centar.jpeg,0.37886502600527283,0.0,1
slavija-centar_r03_c14,1,1,1,246,263,51,75,./images/slavija-centar.jpeg,0.38467572167329045,0.006666666666666667,1
slavija-centar_r03_c15,1,1,1,264,282,51,75,./images/slavija-centar.jpeg,0.3779397994062046,0.00631578947368421,1
slavija-centar_r03_c16,1,1,1,283,301,51,75,./images/slavija-centar.jpeg,0.36872600353054796,0.02736842105263158,1
slavija-centar_r03_c17,1,1,1,302,320,51,75,./images/slavija-centar.jpeg,0.3666195677032901,0.02526315789473684,1
slavija-centar_r03_c18,1,3,1,321,339,51,75,./images/slavija-centar.jpeg,0.3064138546234667,0.021052631578947368,3
slavija-centar_r03_c19,1,3,1,340,358,51,75,./images/slavija-centar.jpeg,0.2708544975536637,0.021052631578947368,3
slavija-centar_r03_c20,1,3,1,359,377,51,75,./images/slavija-centar.jpeg,0.17764854119912665,0.002105263157894737,3
slavija-centar_r03_c21,1,3,1,378,395,51,75,./images/slavija-centar.jpeg,0.23257266051780975,0.03111111111111111,3
slavija-centar_r03_c22,1,3,1,396,414,51,75,./images/slavija-centar.jpeg,0.18525258759929764,0.010526315789473684,3
slavija-centar_r03_c23,1,3,1,415,433,51,75,./images/slavija-centar.jpeg,0.1832608710714509,0.0,3
slavija-centar_r03_c24,1,3,1,434,452,51,75,./images/slavija-centar.jpeg,0.25008621874448944,0.023157894736842106,3
slavija-centar_r03_c25,1,3,1,453,471,51,75,./images/slavija-centar.jpeg,0.2668777085079109,0.021052631578947368,3
slavija-centar_r03_c26,1,3,1,472,490,51,75,./images/slavija-centar.jpeg,0.2820299348701024,0.021052631578947368,3
slavija-centar_r03_c27,1,3,1,491,508,51,75,./images/slavija-centar.jpeg,0.2737309893464889,0.008888888888888889,3
slavija-centar_r03_c28,1,3,1,509,527,51,75,./images/slavija-centar.jpeg,0.3151547017159316,0.021052631578947368,3
slavija-centar_r03_c29,1,3,1,528,546,51,75,./images/slavija-centar.jpeg,0.30914912880370105,0.01263157894736842,3
slavija-centar_r03_c30,1,3,1,547,565,51,75,./images/slavija-centar.jpeg,0.3186727519853586,0.0,3
slavija-centar_r03_c31,1,2,1,566,584,51,75,./images/slavija-centar.jpeg,0.34502358973765007,0.021052631578947368,2
slavija-centar_r03_c32,1,3,1,585,603,51,75,./images/slavija-centar.jpeg,0.3210953581595253,0.00631578947368421,3
slavija-centar_r03_c33,1,2,1,604,622,51,75,./images/slavija-centar.jpeg,0.34432779357856186,0.00631578947368421,2
slavija-centar_r03_c34,1,2,1,623,640,51,75,./images/slavija-centar.jpeg,0.3527570494274238,0.0044444444444444444,2
slavija-centar_r03_c35,1,2,1,641,659,51,75,./images/slavija-centar.jpeg,0.33990271344458867,0.00631578947368421,2
slavija-centar_r03_c36,1,1,1,660,678,51,75,./images/slavija-centar.jpeg,0.36796819693436134,0.010526315789473684,1
slavija-centar_r03_c37,1,1,1,679,697,51,75,./images/slavija-centar.jpeg,0.3732786351204799,0.00631578947368421,1
slavija-centar_r03_c38,1,1,1,698,716,51,75,./images/slavija-centar.jpeg,0.3600237773731929,0.004210526315789474,1
slavija-centar_r03_c39,1,1,1,717,735,51,75,./images/slavija-centar.jpeg,0.4023779439485744,0.0,1
slavija-centar_r03_c40,1,1,1,736,754,51,75,./images/slavija-centar.jpeg,0.3634031725057073,0.004210526315789474,1
slavija-centar_r04_c01,1,,0,1,18,76,101,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r04_c02,1,,0,19,37,76,101,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r04_c03,1,,0,38,56,76,101,./images/slavija-centar.jpeg,-inf,0.9696356275303644,
slavija-centar_r04_c04,1,3,1,57,75,76,101,./images/slavija-centar.jpeg,0.16031437625566658,0.6295546558704453,3
slavija-centar_r04_c05,1,3,1,76,94,76,101,./images/slavija-centar.jpeg,0.1604334297689447,0.0,3
slavija-centar_r04_c06,1,3,1,95,113,76,101,./images/slavija-centar.jpeg,0.15917472268152372,0.004048582995951417,3
slavija-centar_r04_c07,1,3,1,114,131,76,101,./images/slavija-centar.jpeg,0.23736262429753288,0.0,3
slavija-centar_r04_c08,1,2,1,132,150,76,101,./images/slavija-centar.jpeg,0.3531054371366198,0.012145748987854251,2
slavija-centar_r04_c09,1,1,1,151,169,76,101,./images/slavija-centar.jpeg,0.387298637922767,0.0020242914979757085,1
slavija-centar_r04_c10,1,1,1,170,188,76,101,./images/slavija-centar.jpeg,0.37384159763741875,0.0,1
slavija-centar_r04_c11,1,1,1,189,207,76,101,./images/slavija-centar.jpeg,0.37790273918333483,0.0,1
slavija-centar_r04_c12,1,1,1,208,226,76,101,./images/slavija-centar.jpeg,0.37861479380849017,0.004048582995951417,1
slavija-centar_r04_c13,1,1,1,227,245,76,101,./images/slavija-centar.jpeg,0.3758725235756379,0.0,1
slavija-centar_r04_c14,1,1,1,246,263,76,101,./images/slavija-centar.jpeg,0.39415195881105447,0.008547008547008548,1
slavija-centar_r04_c15,1,1,1,264,282,76,101,./images/slavija-centar.jpeg,0.3807104402809266,0.020242914979757085,1
slavija-centar_r04_c16,1,1,1,283,301,76,101,./images/slavija-centar.jpeg,0.35800748666106064,0.006072874493927126,1
slavija-centar_r04_c17,1,1,1,302,320,76,101,./images/slavija-centar.jpeg,0.36655707288111233,0.022267206477732792,1
slavija-centar_r04_c18,1,2,1,321,339,76,101,./images/slavija-centar.jpeg,0.3517996824740199,0.020242914979757085,2
slavija-centar_r04_c19,1,3,1,340,358,76,101,./images/slavija-centar.jpeg,0.33176615017933825,0.01417004048582996,3
slavija-centar_r04_c20,1,3,1,359,377,76,101,./images/slavija-centar.jpeg,0.3124504690507177,0.022267206477732792,3
slavija-centar_r04_c21,1,3,1,378,395,76,101,./images/slavija-centar.jpeg,0.26980297916918616,0.004273504273504274,3
slavija-centar_r04_c22,1,3,1,396,414,76,101,./images/slavija-centar.jpeg,0.2718613388849551,0.022267206477732792,3
slavija-centar_r04_c23,1,3,1,415,433,76,101,./images/slavija-centar.jpeg,0.22019094159858377,0.0020242914979757085,3
slavija-centar_r04_c24,1,3,1,434,452,76,101,./images/slavija-centar.jpeg,0.1197123563506397,0.0,3
slavija-centar_r04_c25,1,3,1,453,471,76,101,./images/slavija-centar.jpeg,0.09500216576908437,0.0,3
slavija-centar_r04_c26,1,,0,472,490,76,101,./images/slavija-centar.jpeg,0.038842520760434984,0.0,
slavija-centar_r04_c27,1,,0,491,508,76,101,./images/slavija-centar.jpeg,0.042197489006617926,0.0,
slavija-centar_r04_c28,1,3,1,509,527,76,101,./images/slavija-centar.jpeg,0.1756521239540722,0.0,3
slavija-centar_r04_c29,1,3,1,528,546,76,101,./images/slavija-centar.jpeg,0.2673249401734298,0.012145748987854251,3
slavija-centar_r04_c30,1,3,1,547,565,76,101,./images/slavija-centar.jpeg,0.23632722445456972,0.010121457489878543,3
slavija-centar_r04_c31,1,3,1,566,584,76,101,./images/slavija-centar.jpeg,0.22066998398969395,0.01417004048582996,3
slavija-centar_r04_c32,1,3,1,585,603,76,101,./images/slavija-centar.jpeg,0.2659148140911485,0.010121457489878543,3
slavija-centar_r04_c33,1,3,1,604,622,76,101,./images/slavija-centar.jpeg,0.32911377341006604,0.01417004048582996,3
slavija-centar_r04_c34,1,2,1,623,640,76,101,./images/slavija-centar.jpeg,0.35424908106952174,0.010683760683760684,2
slavija-centar_r04_c35,1,3,1,641,659,76,101,./images/slavija-centar.jpeg,0.3334528626394735,0.01417004048582996,3
slavija-centar_r04_c36,1,1,1,660,678,76,101,./images/slavija-centar.jpeg,0.3670572679589036,0.020242914979757085,1
slavija-centar_r04_c37,1,1,1,679,697,76,101,./images/slavija-centar.jpeg,0.39141058245208915,0.010121457489878543,1
slavija-centar_r04_c38,1,1,1,698,716,76,101,./images/slavija-centar.jpeg,0.3627207849411941,0.004048582995951417,1
slavija-centar_r04_c39,1,1,1,717,735,76,101,./images/slavija-centar.jpeg,0.376529470255885,0.0,1
slavija-centar_r04_c40,1,1,1,736,754,76,101,./images/slavija-centar.jpeg,0.3662039100798988,0.006072874493927126,1
slavija-centar_r05_c01,1,,0,1,18,102,126,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r05_c02,1,,0,19,37,102,126,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r05_c03,1,3,1,38,56,102,126,./images/slavija-centar.jpeg,0.1269171992599188,0.7557894736842106,3
slavija-centar_r05_c04,1,3,1,57,75,102,126,./images/slavija-centar.jpeg,0.1552522537787751,0.13052631578947368,3
slavija-centar_r05_c05,1,3,1,76,94,102,126,./images/slavija-centar.jpeg,0.1473332000448504,0.0,3
slavija-centar_r05_c06,1,3,1,95,113,102,126,./images/slavija-centar.jpeg,0.24822044074470634,0.029473684210526315,3
slavija-centar_r05_c07,1,3,1,114,131,102,126,./images/slavija-centar.jpeg,0.30105912990107353,0.006666666666666667,3
slavija-centar_r05_c08,1,1,1,132,150,102,126,./images/slavija-centar.jpeg,0.3746278605142086,0.002105263157894737,1
slavija-centar_r05_c09,1,1,1,151,169,102,126,./images/slavija-centar.jpeg,0.382306746781779,0.004210526315789474,1
slavija-centar_r05_c10,1,1,1,170,188,102,126,./images/slavija-centar.jpeg,0.38198419211929113,0.0,1
slavija-centar_r05_c11,1,1,1,189,207,102,126,./images/slavija-centar.jpeg,0.36859843431063843,0.002105263157894737,1
slavija-centar_r05_c12,1,1,1,208,226,102,126,./images/slavija-centar.jpeg,0.37160265788228664,0.0,1
slavija-centar_r05_c13,1,1,1,227,245,102,126,./images/slavija-centar.jpeg,0.3777355048808787,0.0,1
slavija-centar_r05_c14,1,1,1,246,263,102,126,./images/slavija-centar.jpeg,0.3648386405532118,0.0,1
slavija-centar_r05_c15,1,1,1,264,282,102,126,./images/slavija-centar.jpeg,0.3738386931292368,0.0,1
slavija-centar_r05_c16,1,1,1,283,301,102,126,./images/slavija-centar.jpeg,0.359600145494672,0.00631578947368421,1
slavija-centar_r05_c17,1,3,1,302,320,102,126,./images/slavija-centar.jpeg,0.3339912063293773,0.004210526315789474,3
slavija-centar_r05_c18,1,2,1,321,339,102,126,./images/slavija-centar.jpeg,0.33717911374001813,0.004210526315789474,2
slavija-centar_r05_c19,1,2,1,340,358,102,126,./images/slavija-centar.jpeg,0.34603684399425094,0.018947368421052633,2
slavija-centar_r05_c20,1,1,1,359,377,102,126,./images/slavija-centar.jpeg,0.3646538131029462,0.016842105263157894,1
slavija-centar_r05_c21,1,2,1,378,395,102,126,./images/slavija-centar.jpeg,0.3566249825314103,0.02666666666666667,2
slavija-centar_r05_c22,1,1,1,396,414,102,126,./images/slavija-centar.jpeg,0.3715014024568171,0.035789473684210524,1
slavija-centar_r05_c23,1,2,1,415,433,102,126,./images/slavija-centar.jpeg,0.34827267130921313,0.01263157894736842,2
slavija-centar_r05_c24,1,3,1,434,452,102,126,./images/slavija-centar.jpeg,0.330263819323458,0.014736842105263158,3
slavija-centar_r05_c25,1,3,1,453,471,102,126,./images/slavija-centar.jpeg,0.3251636986953163,0.021052631578947368,3
slavija-centar_r05_c26,1,3,1,472,490,102,126,./images/slavija-centar.jpeg,0.29526154934545457,0.016842105263157894,3
slavija-centar_r05_c27,1,3,1,491,508,102,126,./images/slavija-centar.jpeg,0.21244594458272403,0.0022222222222222222,3
slavija-centar_r05_c28,1,3,1,509,527,102,126,./images/slavija-centar.jpeg,0.24921795577529682,0.002105263157894737,3
slavija-centar_r05_c29,1,3,1,528,546,102,126,./images/slavija-centar.jpeg,0.26777681313699364,0.014736842105263158,3
slavija-centar_r05_c30,1,3,1,547,565,102,126,./images/slavija-centar.jpeg,0.20518934234813854,0.004210526315789474,3
slavija-centar_r05_c31,1,3,1,566,584,102,126,./images/slavija-centar.jpeg,0.18199115240136515,0.004210526315789474,3
slavija-centar_r05_c32,1,3,1,585,603,102,126,./images/slavija-centar.jpeg,0.09242084287903754,0.0,3
slavija-centar_r05_c33,1,3,1,604,622,102,126,./images/slavija-centar.jpeg,0.3207311012256311,0.002105263157894737,3
slavija-centar_r05_c34,1,3,1,623,640,102,126,./images/slavija-centar.jpeg,0.33268537242990426,0.008888888888888889,3
slavija-centar_r05_c35,1,2,1,641,659,102,126,./images/slavija-centar.jpeg,0.3484762217705537,0.018947368421052633,2
slavija-centar_r05_c36,1,2,1,660,678,102,126,./images/slavija-centar.jpeg,0.35553740220802976,0.021052631578947368,2
slavija-centar_r05_c37,1,2,1,679,697,102,126,./images/slavija-centar.jpeg,0.3401658297115373,0.01263157894736842,2
slavija-centar_r05_c38,1,2,1,698,716,102,126,./images/slavija-centar.jpeg,0.35482586108935144,0.01263157894736842,2
slavija-centar_r05_c39,1,1,1,717,735,102,126,./images/slavija-centar.jpeg,0.36298316101678013,0.010526315789473684,1
slavija-centar_r05_c40,1,1,1,736,754,102,126,./images/slavija-centar.jpeg,0.36890012834543595,0.01263157894736842,1
slavija-centar_r06_c01,1,,0,1,18,127,151,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r06_c02,1,,0,19,37,127,151,./images/slavija-centar.jpeg,-inf,1.0,
slavija-centar_r06_c03,1,,0,38,56,127,151,./images/slavija-centar.jpeg,-inf,0.9894736842105263,
slavija-centar_r06_c04,1,3,1,57,75,127,151,./images/slavija-centar.jpeg,0.09612948443512861,0.16,3
slavija-centar_r06_c05,1,3,1,76,94,127,151,./images/slavija-centar.jpeg,0.18923810064134058,0.0,3
slavija-centar_r06_c06,1,3,1,95,113,127,151,./images/slavija-centar.jpeg,0.27860269174490043,0.010526315789473684,3
slavija-centar_r06_c07,1,2,1,114,131,127,151,./images/slavija-centar.jpeg,0.3549690764442607,0.022222222222222223,2
slavija-centar_r06_c08,1,1,1,132,150,127,151,./images/slavija-centar.jpeg,0.3667797163886824,0.004210526315789474,1
slavija-centar_r06_c09,1,1,1,151,169,127,151,./images/slavija-centar.jpeg,0.3765440138886972,0.0,1
slavija-centar_r06_c10,1,1,1,170,188,127,151,./images/slavija-centar.jpeg,0.36573099350590876,0.0,1
slavija-centar_r06_c11,1,1,1,189,207,127,151,./images/slavija-centar.jpeg,0.3717628773260493,0.002105263157894737,1
slavija-centar_r06_c12,1,1,1,208,226,127,151,./images/slavija-centar.jpeg,0.39570658902276856,0.0,1
slavija-centar_r06_c13,1,1,1,227,245,127,151,./images/slavija-centar.jpeg,0.3850116983148173,0.0,1
slavija-centar_r06_c14,1,1,1,246,263,127,151,./images/slavija-centar.jpeg,0.4029406296692105,0.0044444444444444444,1
slavija-centar_r06_c15,1,1,1,264,282,127,151,./images/slavija-centar.jpeg,0.3769937491838419,0.004210526315789474,1
slavija-centar_r06_c16,1,1,1,283,301,127,151,./images/slavija-centar.jpeg,0.37406930351230905,0.00631578947368421,1
slavija-centar_r06_c17,1,2,1,302,320,127,151,./images/slavija-centar.jpeg,0.35303044302375874,0.010526315789473684,2
slavija-centar_r06_c18,1,1,1,321,339,127,151,./images/slavija-centar.jpeg,0.37475209263123366,0.01263157894736842,1
slavija-centar_r06_c19,1,2,1,340,358,127,151,./images/slavija-centar.jpeg,0.3556224448141737,0.014736842105263158,2
slavija-centar_r06_c20,1,3,1,359,377,127,151,./images/slavija-centar.jpeg,0.32680693534614447,0.00631578947368421,3
slavija-centar_r06_c21,1,1,1,378,395,127,151,./images/slavija-centar.jpeg,0.36424750691930163,0.03111111111111111,1
slavija-centar_r06_c22,1,2,1,396,414,127,151,./images/slavija-centar.jpeg,0.34662170602967457,0.008421052631578947,2
slavija-centar_r06_c23,1,2,1,415,433,127,151,./images/slavija-centar.jpeg,0.3452210954397578,0.008421052631578947,2
slavija-centar_r06_c24,1,2,1,434,452,127,151,./images/slavija-centar.jpeg,0.3513548190438852,0.002105263157894737,2
slavija-centar_r06_c25,1,2,1,453,471,127,151,./images/slavija-centar.jpeg,0.34638205270723177,0.00631578947368421,2
slavija-centar_r06_c26,1,3,1,472,490,127,151,./images/slavija-centar.jpeg,0.3265300604339431,0.004210526315789474,3
slavija-centar_r06_c27,1,3,1,491,508,127,151,./images/slavija-centar.jpeg,0.3353436865332353,0.0044444444444444444,3
slavija-centar_r06_c28,1,2,1,509,527,127,151,./images/slavija-centar.jpeg,0.3534696996671489,0.010526315789473684,2
slavija-centar_r06_c29,1,2,1,528,546,127,151,./images/slavija-centar.jpeg,0.34607557988681775,0.021052631578947368,2
slavija-centar_r06_c30,1,2,1,547,565,127,151,./images/slavija-centar.jpeg,0.3407640804309476,0.021052631578947368,2
