img_path,stratum,cell_id,y,x0,x1,y0,y1
./images/bulevar-oslobodjenja.jpeg,1,bulevar-oslobodjenja_r27_c20,29.0,237,249,750,778
./images/bulevar-oslobodjenja.jpeg,1,bulevar-oslobodjenja_r11_c21,23.0,250,261,289,317
./images/bulevar-oslobodjenja.jpeg,1,bulevar-oslobodjenja_r30_c18,30.0,212,224,836,864
./images/bulevar-oslobodjenja.jpeg,1,bulevar-oslobodjenja_r29_c23,30.0,274,286,808,835
./images/bulevar-oslobodjenja.jpeg,1,bulevar-oslobodjenja_r27_c22,34.0,262,273,750,778
./images/bulevar-oslobodjenja.jpeg,1,bulevar-oslobodjenja_r09_c25,34.0,299,311,231,259
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r23_c18,35.0,212,224,635,662
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r30_c26,27.0,312,323,836,864
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r02_c20,18.0,237,249,29,57
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r21_c17,31.0,200,211,577,605
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r35_c24,29.0,287,298,981,1008
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r28_c16,33.0,187,199,779,807
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r10_c28,27.0,337,348,260,288
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r05_c19,25.0,225,236,116,144
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r10_c16,27.0,187,199,260,288
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r34_c23,35.0,274,286,952,980
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r21_c21,29.0,250,261,577,605
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r22_c15,27.0,175,186,606,634
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r18_c19,23.0,225,236,491,518
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r32_c14,27.0,162,174,894,922
./images/bulevar-oslobodjenja.jpeg,2,bulevar-oslobodjenja_r18_c30,26.0,362,373,491,518
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r40_c08,28.0,88,99,1125,1153
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r02_c27,23.0,324,336,29,57
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r07_c19,28.0,225,236,173,201
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r03_c26,20.0,312,323,58,86
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r24_c31,9.0,374,385,663,691
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r17_c32,30.0,386,398,462,490
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r29_c08,17.0,88,99,808,835
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r31_c05,28.0,50,62,865,893
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r21_c31,22.0,374,385,577,605
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r34_c04,20.0,38,49,952,980
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r27_c28,19.0,337,348,750,778
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r33_c09,27.0,100,112,923,951
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r40_c31,20.0,374,385,1125,1153
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r27_c13,12.0,150,161,750,778
./images/bulevar-oslobodjenja.jpeg,3,bulevar-oslobodjenja_r25_c28,24.0,337,348,692,720
./images/kralja-milana.jpeg,1,kralja-milana_r37_c18,27.0,188,198,767,788
./images/kralja-milana.jpeg,1,kralja-milana_r12_c26,23.0,276,286,235,255
./images/kralja-milana.jpeg,1,kralja-milana_r36_c01,17.0,1,11,746,766
./images/kralja-milana.jpeg,1,kralja-milana_r39_c24,18.0,254,264,810,830
./images/kralja-milana.jpeg,1,kralja-milana_r14_c25,25.0,265,275,277,298
./images/kralja-milana.jpeg,1,kralja-milana_r24_c25,26.0,265,275,490,511
./images/kralja-milana.jpeg,1,kralja-milana_r40_c02,24.0,12,22,831,852
./images/kralja-milana.jpeg,1,kralja-milana_r12_c28,25.0,298,308,235,255
./images/kralja-milana.jpeg,1,kralja-milana_r35_c22,22.0,232,242,725,745
./images/kralja-milana.jpeg,1,kralja-milana_r18_c25,24.0,265,275,363,383
./images/kralja-milana.jpeg,1,kralja-milana_r07_c30,20.0,320,330,128,149
./images/kralja-milana.jpeg,1,kralja-milana_r37_c16,21.0,166,176,767,788
./images/kralja-milana.jpeg,1,kralja-milana_r13_c30,18.0,320,330,256,276
./images/kralja-milana.jpeg,1,kralja-milana_r17_c25,21.0,265,275,341,362
./images/kralja-milana.jpeg,1,kralja-milana_r11_c27,18.0,287,297,214,234
./images/kralja-milana.jpeg,2,kralja-milana_r33_c18,17.0,188,198,682,702
./images/kralja-milana.jpeg,2,kralja-milana_r40_c30,19.0,320,330,831,852
./images/kralja-milana.jpeg,2,kralja-milana_r11_c25,18.0,265,275,214,234
./images/kralja-milana.jpeg,2,kralja-milana_r05_c33,24.0,353,363,86,106
./images/kralja-milana.jpeg,2,kralja-milana_r14_c22,18.0,232,242,277,298
./images/kralja-milana.jpeg,2,kralja-milana_r20_c27,17.0,287,297,405,426
./images/kralja-milana.jpeg,2,kralja-milana_r32_c20,19.0,210,220,661,681
./images/kralja-milana.jpeg,2,kralja-milana_r22_c26,22.0,276,286,448,468
./images/kralja-milana.jpeg,2,kralja-milana_r15_c19,17.0,199,209,299,319
./images/kralja-milana.jpeg,2,kralja-milana_r23_c24,18.0,254,264,469,489
./images/kralja-milana.jpeg,2,kralja-milana_r29_c29,17.0,309,319,597,617
./images/kralja-milana.jpeg,2,kralja-milana_r31_c18,19.0,188,198,640,660
./images/kralja-milana.jpeg,2,kralja-milana_r21_c24,17.0,254,264,427,447
./images/kralja-milana.jpeg,2,kralja-milana_r13_c20,21.0,210,220,256,276
./images/kralja-milana.jpeg,2,kralja-milana_r40_c31,26.0,331,341,831,852
./images/kralja-milana.jpeg,3,kralja-milana_r33_c13,12.0,133,143,682,702
./images/kralja-milana.jpeg,3,kralja-milana_r31_c30,18.0,320,330,640,660
./images/kralja-milana.jpeg,3,kralja-milana_r01_c20,16.0,210,220,1,21
./images/kralja-milana.jpeg,3,kralja-milana_r28_c35,18.0,375,385,576,596
./images/kralja-milana.jpeg,3,kralja-milana_r35_c01,18.0,1,11,725,745
./images/kralja-milana.jpeg,3,kralja-milana_r28_c26,17.0,276,286,576,596
./images/kralja-milana.jpeg,3,kralja-milana_r34_c31,22.0,331,341,703,724
./images/kralja-milana.jpeg,3,kralja-milana_r14_c10,15.0,100,110,277,298
./images/kralja-milana.jpeg,3,kralja-milana_r29_c17,14.0,177,187,597,617
./images/kralja-milana.jpeg,3,kralja-milana_r35_c34,14.0,364,374,725,745
./images/kralja-milana.jpeg,3,kralja-milana_r10_c34,19.0,364,374,192,213
./images/kralja-milana.jpeg,3,kralja-milana_r10_c24,15.0,254,264,192,213
./images/kralja-milana.jpeg,3,kralja-milana_r39_c26,25.0,276,286,810,830
./images/kralja-milana.jpeg,3,kralja-milana_r24_c20,21.0,210,220,490,511
./images/kralja-milana.jpeg,3,kralja-milana_r33_c15,19.0,155,165,682,702
./images/makenzijeva.jpeg,1,makenzijeva_r39_c08,47.0,104,118,1246,1278
./images/makenzijeva.jpeg,1,makenzijeva_r18_c05,45.0,60,74,558,589
./images/makenzijeva.jpeg,1,makenzijeva_r34_c25,37.0,356,370,1082,1114
./images/makenzijeva.jpeg,1,makenzijeva_r20_c03,29.0,30,44,623,655
./images/makenzijeva.jpeg,1,makenzijeva_r29_c07,33.0,89,103,918,950
./images/makenzijeva.jpeg,1,makenzijeva_r15_c04,41.0,45,59,459,491
./images/makenzijeva.jpeg,1,makenzijeva_r34_c03,36.0,30,44,1082,1114
./images/makenzijeva.jpeg,1,makenzijeva_r12_c05,37.0,60,74,361,393
./images/makenzijeva.jpeg,1,makenzijeva_r40_c10,37.0,134,148,1279,1311
./images/makenzijeva.jpeg,1,makenzijeva_r22_c03,44.0,30,44,689,721
./images/makenzijeva.jpeg,1,makenzijeva_r39_c17,49.0,238,252,1246,1278
./images/makenzijeva.jpeg,1,makenzijeva_r34_c07,41.0,89,103,1082,1114
./images/makenzijeva.jpeg,1,makenzijeva_r40_c13,39.0,178,192,1279,1311
./images/makenzijeva.jpeg,1,makenzijeva_r20_c02,41.0,15,29,623,655
./images/makenzijeva.jpeg,1,makenzijeva_r39_c14,29.0,193,207,1246,1278
./images/makenzijeva.jpeg,2,makenzijeva_r31_c29,27.0,416,429,984,1016
./images/makenzijeva.jpeg,2,makenzijeva_r09_c04,37.0,45,59,263,294
./images/makenzijeva.jpeg,2,makenzijeva_r21_c39,41.0,564,578,656,688
./images/makenzijeva.jpeg,2,makenzijeva_r31_c30,39.0,430,444,984,1016
./images/makenzijeva.jpeg,2,makenzijeva_r40_c29,28.0,416,429,1279,1311
./images/makenzijeva.jpeg,2,makenzijeva_r31_c08,42.0,104,118,984,1016
./images/makenzijeva.jpeg,2,makenzijeva_r13_c02,36.0,15,29,394,426
./images/makenzijeva.jpeg,2,makenzijeva_r20_c01,33.0,1,14,623,655
./images/makenzijeva.jpeg,2,makenzijeva_r39_c22,37.0,312,326,1246,1278
./images/makenzijeva.jpeg,2,makenzijeva_r11_c04,44.0,45,59,328,360
./images/makenzijeva.jpeg,2,makenzijeva_r35_c08,39.0,104,118,1115,1147
./images/makenzijeva.jpeg,2,makenzijeva_r38_c07,32.0,89,103,1213,1245
./images/makenzijeva.jpeg,2,makenzijeva_r24_c01,31.0,1,14,754,786
./images/makenzijeva.jpeg,2,makenzijeva_r28_c30,36.0,430,444,885,917
./images/makenzijeva.jpeg,2,makenzijeva_r27_c08,40.0,104,118,853,884
./images/makenzijeva.jpeg,3,makenzijeva_r37_c14,22.0,193,207,1180,1212
./images/makenzijeva.jpeg,3,makenzijeva_r32_c14,33.0,193,207,1017,1048
./images/makenzijeva.jpeg,3,makenzijeva_r18_c01,24.0,1,14,558,589
./images/makenzijeva.jpeg,3,makenzijeva_r32_c01,27.0,1,14,1017,1048
./images/makenzijeva.jpeg,3,makenzijeva_r33_c01,25.0,1,14,1049,1081
./images/makenzijeva.jpeg,3,makenzijeva_r27_c34,27.0,490,504,853,884
./images/makenzijeva.jpeg,3,makenzijeva_r06_c29,8.0,416,429,164,196
./images/makenzijeva.jpeg,3,makenzijeva_r39_c25,31.0,356,370,1246,1278
./images/makenzijeva.jpeg,3,makenzijeva_r34_c14,28.0,193,207,1082,1114
./images/makenzijeva.jpeg,3,makenzijeva_r32_c11,40.0,149,163,1017,1048
./images/makenzijeva.jpeg,3,makenzijeva_r21_c09,29.0,119,133,656,688
./images/makenzijeva.jpeg,3,makenzijeva_r37_c26,40.0,371,385,1180,1212
./images/makenzijeva.jpeg,3,makenzijeva_r35_c17,29.0,238,252,1115,1147
./images/makenzijeva.jpeg,3,makenzijeva_r19_c40,25.0,579,593,590,622
./images/makenzijeva.jpeg,3,makenzijeva_r33_c35,20.0,505,518,1049,1081
./images/nemanjina.jpeg,1,nemanjina_r27_c21,39.0,446,467,511,530
./images/nemanjina.jpeg,1,nemanjina_r39_c35,45.0,757,778,747,766
./images/nemanjina.jpeg,1,nemanjina_r38_c25,37.0,535,556,728,746
./images/nemanjina.jpeg,1,nemanjina_r17_c21,30.0,446,467,315,334
./images/nemanjina.jpeg,1,nemanjina_r27_c18,33.0,379,400,511,530
./images/nemanjina.jpeg,1,nemanjina_r35_c21,32.0,446,467,669,687
./images/nemanjina.jpeg,1,nemanjina_r19_c22,36.0,468,489,354,373
./images/nemanjina.jpeg,1,nemanjina_r39_c17,34.0,357,378,747,766
./images/nemanjina.jpeg,1,nemanjina_r37_c19,37.0,401,422,708,727
./images/nemanjina.jpeg,1,nemanjina_r39_c22,34.0,468,489,747,766
./images/nemanjina.jpeg,1,nemanjina_r26_c18,30.0,379,400,492,510
./images/nemanjina.jpeg,1,nemanjina_r29_c18,35.0,379,400,551,569
./images/nemanjina.jpeg,1,nemanjina_r36_c13,35.0,268,289,688,707
./images/nemanjina.jpeg,1,nemanjina_r24_c20,35.0,423,445,452,471
./images/nemanjina.jpeg,1,nemanjina_r26_c17,35.0,357,378,492,510
./images/nemanjina.jpeg,2,nemanjina_r29_c21,37.0,446,467,551,569
./images/nemanjina.jpeg,2,nemanjina_r22_c18,33.0,379,400,413,432
./images/nemanjina.jpeg,2,nemanjina_r40_c13,36.0,268,289,767,786
./images/nemanjina.jpeg,2,nemanjina_r19_c23,42.0,490,511,354,373
./images/nemanjina.jpeg,2,nemanjina_r09_c35,37.0,757,778,158,176
./images/nemanjina.jpeg,2,nemanjina_r35_c14,32.0,290,311,669,687
./images/nemanjina.jpeg,2,nemanjina_r35_c12,31.0,245,267,669,687
./images/nemanjina.jpeg,2,nemanjina_r19_c25,42.0,535,556,354,373
./images/nemanjina.jpeg,2,nemanjina_r16_c23,30.0,490,511,295,314
./images/nemanjina.jpeg,2,nemanjina_r19_c18,21.0,379,400,354,373
./images/nemanjina.jpeg,2,nemanjina_r33_c35,41.0,757,778,629,648
./images/nemanjina.jpeg,2,nemanjina_r02_c25,36.0,535,556,20,39
./images/nemanjina.jpeg,2,nemanjina_r11_c40,40.0,868,890,197,216
./images/nemanjina.jpeg,2,nemanjina_r02_c30,21.0,646,667,20,39
./images/nemanjina.jpeg,2,nemanjina_r37_c27,31.0,579,600,708,727
./images/nemanjina.jpeg,3,nemanjina_r36_c32,36.0,690,712,688,707
./images/nemanjina.jpeg,3,nemanjina_r03_c10,32.0,201,222,40,58
./images/nemanjina.jpeg,3,nemanjina_r09_c25,26.0,535,556,158,176
./images/nemanjina.jpeg,3,nemanjina_r09_c23,28.0,490,511,158,176
./images/nemanjina.jpeg,3,nemanjina_r27_c16,21.0,334,356,511,530
./images/nemanjina.jpeg,3,nemanjina_r34_c26,32.0,557,578,649,668
./images/nemanjina.jpeg,3,nemanjina_r26_c16,24.0,334,356,492,510
./images/nemanjina.jpeg,3,nemanjina_r29_c15,22.0,312,333,551,569
./images/nemanjina.jpeg,3,nemanjina_r38_c36,17.0,779,801,728,746
./images/nemanjina.jpeg,3,nemanjina_r07_c39,32.0,846,867,118,137
./images/nemanjina.jpeg,3,nemanjina_r40_c11,17.0,223,244,767,786
./images/nemanjina.jpeg,3,nemanjina_r33_c33,24.0,713,734,629,648
./images/nemanjina.jpeg,3,nemanjina_r18_c18,24.0,379,400,335,353
./images/nemanjina.jpeg,3,nemanjina_r34_c24,40.0,512,534,649,668
./images/nemanjina.jpeg,3,nemanjina_r30_c14,34.0,290,311,570,589
./images/prote-mateje.jpeg,1,prote-mateje_r27_c27,30.0,425,440,455,471
./images/prote-mateje.jpeg,1,prote-mateje_r20_c34,21.0,539,555,333,349
./images/prote-mateje.jpeg,1,prote-mateje_r17_c37,17.0,588,604,280,297
./images/prote-mateje.jpeg,1,prote-mateje_r10_c32,22.0,507,522,158,174
./images/prote-mateje.jpeg,1,prote-mateje_r12_c39,18.0,621,636,193,209
./images/prote-mateje.jpeg,1,prote-mateje_r19_c33,25.0,523,538,315,332
./images/prote-mateje.jpeg,1,prote-mateje_r26_c26,17.0,409,424,437,454
./images/prote-mateje.jpeg,1,prote-mateje_r19_c34,36.0,539,555,315,332
./images/prote-mateje.jpeg,1,prote-mateje_r25_c29,21.0,458,473,420,436
./images/prote-mateje.jpeg,1,prote-mateje_r19_c37,24.0,588,604,315,332
./images/prote-mateje.jpeg,1,prote-mateje_r17_c39,18.0,621,636,280,297
./images/prote-mateje.jpeg,1,prote-mateje_r16_c37,18.0,588,604,263,279
./images/prote-mateje.jpeg,1,prote-mateje_r29_c24,24.0,376,391,490,506
./images/prote-mateje.jpeg,1,prote-mateje_r15_c38,19.0,605,620,245,262
./images/prote-mateje.jpeg,1,prote-mateje_r11_c40,16.0,637,653,175,192
./images/prote-mateje.jpeg,2,prote-mateje_r21_c30,20.0,474,489,350,366
./images/prote-mateje.jpeg,2,prote-mateje_r08_c33,14.0,523,538,123,139
./images/prote-mateje.jpeg,2,prote-mateje_r13_c33,19.0,523,538,210,227
./images/prote-mateje.jpeg,2,prote-mateje_r08_c28,25.0,441,457,123,139
./images/prote-mateje.jpeg,2,prote-mateje_r10_c33,20.0,523,538,158,174
./images/prote-mateje.jpeg,2,prote-mateje_r08_c38,28.0,605,620,123,139
./images/prote-mateje.jpeg,2,prote-mateje_r14_c36,19.0,572,587,228,244
./images/prote-mateje.jpeg,2,prote-mateje_r11_c39,32.0,621,636,175,192
./images/prote-mateje.jpeg,2,prote-mateje_r11_c31,21.0,490,506,175,192
./images/prote-mateje.jpeg,2,prote-mateje_r08_c40,18.0,637,653,123,139
./images/prote-mateje.jpeg,2,prote-mateje_r18_c40,15.0,637,653,298,314
./images/prote-mateje.jpeg,2,prote-mateje_r23_c33,21.0,523,538,385,401
./images/prote-mateje.jpeg,2,prote-mateje_r09_c39,26.0,621,636,140,157
./images/prote-mateje.jpeg,2,prote-mateje_r04_c38,23.0,605,620,53,69
./images/prote-mateje.jpeg,2,prote-mateje_r25_c26,17.0,409,424,420,436
./images/prote-mateje.jpeg,3,prote-mateje_r12_c38,17.0,605,620,193,209
./images/prote-mateje.jpeg,3,prote-mateje_r02_c37,21.0,588,604,18,34
./images/prote-mateje.jpeg,3,prote-mateje_r11_c32,27.0,507,522,175,192
./images/prote-mateje.jpeg,3,prote-mateje_r20_c37,15.0,588,604,333,349
./images/prote-mateje.jpeg,3,prote-mateje_r05_c37,12.0,588,604,70,87
./images/prote-mateje.jpeg,3,prote-mateje_r24_c33,21.0,523,538,402,419
./images/prote-mateje.jpeg,3,prote-mateje_r04_c36,13.0,572,587,53,69
./images/prote-mateje.jpeg,3,prote-mateje_r09_c32,32.0,507,522,140,157
./images/prote-mateje.jpeg,3,prote-mateje_r13_c29,15.0,458,473,210,227
./images/prote-mateje.jpeg,3,prote-mateje_r15_c33,19.0,523,538,245,262
./images/prote-mateje.jpeg,3,prote-mateje_r16_c32,11.0,507,522,263,279
./images/prote-mateje.jpeg,3,prote-mateje_r07_c34,26.0,539,555,105,122
./images/prote-mateje.jpeg,3,prote-mateje_r20_c30,15.0,474,489,333,349
./images/prote-mateje.jpeg,3,prote-mateje_r05_c35,11.0,556,571,70,87
./images/prote-mateje.jpeg,3,prote-mateje_r14_c30,16.0,474,489,228,244
./images/slavija-centar.jpeg,1,slavija-centar_r08_c09,31.0,151,169,177,202
./images/slavija-centar.jpeg,1,slavija-centar_r13_c16,41.0,283,301,304,328
./images/slavija-centar.jpeg,1,slavija-centar_r06_c35,34.0,641,659,127,151
./images/slavija-centar.jpeg,1,slavija-centar_r23_c29,37.0,528,546,556,580
./images/slavija-centar.jpeg,1,slavija-centar_r33_c05,44.0,76,94,809,833
./images/slavija-centar.jpeg,1,slavija-centar_r25_c26,33.0,472,490,607,631
./images/slavija-centar.jpeg,1,slavija-centar_r25_c39,46.0,717,735,607,631
./images/slavija-centar.jpeg,1,slavija-centar_r17_c28,32.0,509,527,405,429
./images/slavija-centar.jpeg,1,slavija-centar_r12_c07,39.0,114,131,278,303
./images/slavija-centar.jpeg,1,slavija-centar_r19_c37,37.0,679,697,455,479
./images/slavija-centar.jpeg,1,slavija-centar_r01_c18,38.0,321,339,1,25
./images/slavija-centar.jpeg,1,slavija-centar_r09_c08,42.0,132,150,203,227
./images/slavija-centar.jpeg,1,slavija-centar_r06_c40,37.0,736,754,127,151
./images/slavija-centar.jpeg,1,slavija-centar_r03_c10,26.0,170,188,51,75
./images/slavija-centar.jpeg,1,slavija-centar_r13_c06,33.0,95,113,304,328
./images/slavija-centar.jpeg,2,slavija-centar_r17_c09,41.0,151,169,405,429
./images/slavija-centar.jpeg,2,slavija-centar_r33_c25,43.0,453,471,809,833
./images/slavija-centar.jpeg,2,slavija-centar_r26_c11,41.0,189,207,632,656
./images/slavija-centar.jpeg,2,slavija-centar_r07_c17,41.0,302,320,152,176
./images/slavija-centar.jpeg,2,slavija-centar_r26_c35,46.0,641,659,632,656
./images/slavija-centar.jpeg,2,slavija-centar_r30_c06,33.0,95,113,733,757
./images/slavija-centar.jpeg,2,slavija-centar_r36_c37,48.0,679,697,884,909
./images/slavija-centar.jpeg,2,slavija-centar_r30_c23,35.0,415,433,733,757
./images/slavija-centar.jpeg,2,slavija-centar_r31_c25,36.0,453,471,758,782
./images/slavija-centar.jpeg,2,slavija-centar_r28_c10,39.0,170,188,682,707
./images/slavija-centar.jpeg,2,slavija-centar_r26_c02,40.0,19,37,632,656
./images/slavija-centar.jpeg,2,slavija-centar_r33_c39,40.0,717,735,809,833
./images/slavija-centar.jpeg,2,slavija-centar_r23_c03,42.0,38,56,556,580
./images/slavija-centar.jpeg,2,slavija-centar_r37_c16,40.0,283,301,910,934
./images/slavija-centar.jpeg,2,slavija-centar_r32_c40,41.0,736,754,783,808
./images/slavija-centar.jpeg,3,slavija-centar_r18_c31,44.0,566,584,430,454
./images/slavija-centar.jpeg,3,slavija-centar_r21_c16,39.0,283,301,506,530
./images/slavija-centar.jpeg,3,slavija-centar_r32_c26,40.0,472,490,783,808
./images/slavija-centar.jpeg,3,slavija-centar_r19_c03,38.0,38,56,455,479
./images/slavija-centar.jpeg,3,slavija-centar_r30_c32,46.0,585,603,733,757
./images/slavija-centar.jpeg,3,slavija-centar_r26_c24,40.0,434,452,632,656
./images/slavija-centar.jpeg,3,slavija-centar_r07_c32,34.0,585,603,152,176
./images/slavija-centar.jpeg,3,slavija-centar_r26_c30,15.0,547,565,632,656
./images/slavija-centar.jpeg,3,slavija-centar_r27_c21,42.0,378,395,657,681
./images/slavija-centar.jpeg,3,slavija-centar_r30_c36,40.0,660,678,733,757
./images/slavija-centar.jpeg,3,slavija-centar_r31_c13,38.0,227,245,758,782
./images/slavija-centar.jpeg,3,slavija-centar_r34_c31,37.0,566,584,834,858
./images/slavija-centar.jpeg,3,slavija-centar_r14_c35,35.0,641,659,329,353
./images/slavija-centar.jpeg,3,slavija-centar_r36_c30,42.0,547,565,884,909
./images/slavija-centar.jpeg,3,slavija-centar_r23_c26,43.0,472,490,556,580
